bill_id,bill_name,title,abstract,subject
ocd-bill/df3688c8-7f79-418d-bb8e-b26337f337a8,A 711,"Relates to collection, storage or transmission of personal information collected from smart home systems","Requires express and affirmative consent prior to collection, storage or transmittal of any personal information obtained from the installation or use of a smart home connected system by certain persons.",technology
ocd-bill/06b9641e-68a2-4389-ba6d-871d5a96fe0f,A 918,Relates to authorizing early parole release for incarcerated individuals where substance abuse was a significant contributing factor in the commission of the offense,Relates to authorizing early parole release for incarcerated individuals where substance abuse was a significant contributing factor in the commission of the offense.,security
ocd-bill/296b08ef-d332-4b6d-bfd7-7cd41d5a2e24,A 696,Waives the biennial attorney registration fee for New York attorneys who are employed in a public service job,Waives the biennial attorney registration fee for New York attorneys who are employed in a public service job.,employment
ocd-bill/b0adbf40-4615-49ae-a09c-b7c08887998c,A 3141,Requires the city of New York to establish the New York city school safety fund,"Requires the city of New York to establish the New York city school safety fund, which transfers fines collected from the city's photo speed violation monitoring program and fines from the overpassing of stopped school buses to the fund to be used for school initiatives relating to the safe travel of students.",security
ocd-bill/dc453000-60ce-441c-8a41-80ecbb0c4579,A 834,Relates to actions for illegal and improper practices of commercial towing companies,Authorizes a lien against personal and real property of the owner of a commercial towing company for illegal and improper practices; creates personal liability for members of an LLC and certain corporate shareholders.,transportation
ocd-bill/87326326-b90a-4ae0-8390-6c75350b123a,A 3070,Relates to improvements in the state central register of child abuse and maltreatment,"Relates to improvements in the state central register of child abuse and maltreatment; allows the central register to receive electronic reports alleging child abuse or maltreatment; provides for a single statewide internet address that all persons, whether mandated by the law or not, may use to send electronic communications alleging child abuse or maltreatment.",security
ocd-bill/7809b28c-401f-4dc7-b75e-2d46712c2583,A 940,Establishes the task force on education funding and property tax reform,Establishes the task force on education funding and property tax reform within the education department to conduct a comprehensive study and provide recommendations on education funding and the role of property taxes in funding New York's education system.,education
ocd-bill/10b4b3fd-f083-42c9-969b-89945b10b942,A 3085,Relates to presumptive evidence that a person committed a hate crime,Relates to presumptive evidence that a person committed a hate crime by evaluating a certain set of facts and circumstances.,environment
ocd-bill/d7385cb0-ef51-4961-953d-5413f03af6be,A 664,Requires arrests be recorded or else such arrest is void and the defendant is discharged,Requires arrests be recorded or else such arrest is void and the defendant is discharged.,transportation
ocd-bill/98e51e62-ffef-4084-bcc6-c89a2e348fc4,A 3049,Relates to reporting on the metropolitan transportation authority's state of good repair,"Relates to reporting on the metropolitan transportation authority's state of good repair; requires the reporting to be published on the authority's website, outlining the repairs and investments needed to restore the authority's existing transit systems to a state of good repair.",transportation
ocd-bill/258208e7-6781-45ec-82a6-c64c30f27808,A 777,Provides a tax abatement for facilty-integrated carbon-to-value equipment,Provides a tax abatement for facility-integrated carbon-to-value equipment in a city with a population of one million or more.,taxation
ocd-bill/b02cc8e9-dbdc-4af9-870c-4aef17b721d4,A 743,Requires a criminal court to release a defendant charged with certain offenses involving marihuana on his or her own recognizance upon ordering a case adjourned in contemplation of dismissal,Requires a criminal court to release a defendant charged with certain offenses involving marihuana on his or her own recognizance upon ordering a case adjourned in contemplation of dismissal.,security
ocd-bill/1a8ab32f-b4c6-4a99-b343-6a703308dec6,A 902,"Requires the department of education to report information regarding counselors, social workers and psychologists in schools","Requires the department of education to report information regarding counselors, social workers and psychologists in schools and to implement a plan to increase the school counselor, school social worker and school psychologist to student ratio to nationally accepted standards and provide funding for such.",education
ocd-bill/2f85b50a-eac8-487c-8af0-6ea7cffdff8e,A 3106,"Requires the payment of regular wages to bay constables employed by the town of Hempstead, Nassau county, who have sustained injuries or illnesses in the line of duty","Requires the payment of regular wages to bay constables employed by the town of Hempstead, Nassau county, who have sustained injuries or illnesses in the line of duty.",employment
ocd-bill/9c0011d8-e18b-472a-b710-a99557ebec57,A 3127,Includes certain activity in transit and transportation facilities with the crime of criminal trespass in the second degree,Includes certain activity in transit and transportation facilities within the crime of criminal trespass in the second degree.,transportation
ocd-bill/2761b907-211f-44fa-8ae2-4f9af8dbb41f,A 3120,Increases penalties for violation of overtaking and passing a school bus and creates the crime of vehicular homicide in the third degree,Increases penalties for violation of overtaking and passing a school bus; allows permissive suspension of a driver's license for up to six months for such violation; creates the crime of vehicular manslaughter in the third degree.,transportation
